MARCA,MODEL,VALOARE_DAUNA,PRET_MANOPERA,PROCENT_MANOPERA
FORD,FOCUS,799.44,538.96,67.4171920344241
FORD,WINDSTAR,567.23,321.0,56.5908009096839
AUDI,A4,656.33,346.44,52.784422470403605
FORD,WINDSTAR,1058.01,603.0,56.993790228825816
FORD,FOCUS,753.7,431.73,57.281411702268805
AUDI,A4,662.1,208.61,31.50732517746564
FORD,FOCUS,714.55,395.69,55.376110838989575
AUDI,A8,619.19,229.33,37.037096852339346
FORD,MUSTANG,943.07,538.83,57.13573753804065
FORD,TAURUS,823.68,435.04,52.81662781662783
AUDI,A6,484.21,205.97,42.53732884492266
AUDI,A6,863.66,447.77,51.84563369844615
FORD,WINDSTAR,686.85,449.43,65.43350076435902
AUDI,A6,474.1,237.18,50.027420375448216
FORD,RANGER,476.47,135.52,28.442504250005246
FORD,EXPLORER,761.74,444.87,58.40181689290309
FORD,EXPLORER,888.88,458.68,51.6020160201602
FORD,TAURUS,636.04,236.84,37.23665178290674
FORD,FOCUS,688.43,482.75,70.12332408523743
FORD,RANGER,579.33,238.38,41.14753249443322
FORD,WINDSTAR,579.33,238.38,41.14753249443322
FORD,FREESTYLE,683.4,128.39,18.786947614866843
FORD,ESCAPE,717.62,189.27,26.37468297985006
FORD,EXPLORER,791.17,282.21,35.669957152065926
FORD,EXCURSION,518.83,190.99,36.811672416783914
FORD,WINDSTAR,479.94,126.81,26.422052756594578
AUDI,TT,717.62,189.27,26.37468297985006
FORD,FOCUS,732.54,150.96,20.607748382340898
FORD,EXPLORER,605.97,299.49,49.42323877419674
BMW,325I,451.46,110.51,24.47835910158154
FORD,EXPEDITION,446.08,118.24,26.506456241033
FORD,F150,725.63,286.25,39.44847925251161
FORD,ESCAPE,449.16,108.2,24.089411345622942
AUDI,A8,432.08,92.44,21.39418626180337
FORD,TAURUS,535.36,90.01,16.81298565451285
FORD,F-150,541.46,96.11,17.750156982971962
FORD,F250 SUPER DUTY,426.38,85.42,20.033772691026787
FORD,F250 SUPER DUTY,454.01,126.17,27.790136781128172
FORD,MUSTANG,762.35,317.0,41.58195054764872
FORD,WINDSTAR,552.65,107.3,19.415543291414096
FORD,F-150,458.32,117.36,25.606563100017453
FORD,F-250 SD,580.55,252.71,43.52941176470589
FORD,F150,514.33,147.33,28.6450333443509
AUDI,ALLROAD QUATTRO,964.96,432.31,44.80082075940972
FORD,F150,456.8,115.85,25.361208406304726
FORD,EXPLORER SPORT TRAC,411.15,70.2,17.074060561838746
FORD,RANGER,722.4,332.74,46.06035437430786
FORD,TAURUS,716.98,223.27,31.140338642639964
FORD,TAURUS,439.98,99.03,22.50784126551207
BMW,X3,536.04,90.69,16.918513543765393
FORD,RANGER,557.71,112.36,20.1466712090513
AUDI,A8,677.1,215.85,31.878599911386797
FORD,ESCAPE,575.41,130.06,22.60301350341496
FORD,EXPLORER,732.77,137.29,18.735756103552273
FORD,RANGER,489.61,148.66,30.36294193337554
FORD,WINDSTAR,473.37,132.42,27.973889346599908
FORD,WINDSTAR,660.03,101.26,15.341726891201917
FORD,MUSTANG GT,630.85,291.21,46.16152809701196
AUDI,A4,778.26,502.61,64.58124534217356
FORD,TAURUS,748.7,405.84,54.20595699211967
BMW,325,917.45,478.31,52.13472123821461
FORD,TAURUS,871.34,393.67,45.17983795074254
AUDI,A8,752.21,316.77,42.11191023783252
FORD,TAURUS,612.76,292.5,47.734839088713365
AUDI,A8,1062.28,561.51,52.85894491094627
FORD,TAURUS,645.66,253.23,39.220332682836165
AUDI,A6,950.63,480.55,50.550687438856336
FORD,ESCAPE,887.29,367.64,41.43402946049206
FORD,EXPEDITION,438.98,111.14,25.317782131304384
FORD,THUNDERBIRD,434.59,93.64,21.546745208127202
FORD,FORD,437.05,96.1,21.988330854593293
FORD,TAURUS,526.5,198.66,37.73219373219373
FORD,EXPEDITION,556.69,111.34,20.000359266378055
FORD,WINDSTAR,425.21,97.37,22.899273300251643
FORD,WINDSTAR,457.22,117.68,25.738156686059227
BMW,325I,651.8,93.03,14.272783062289045
AUDI,A8,560.37,326.13,58.199047058193685
BMW,325,773.0,534.85,69.19146183699871
AUDI,A6,573.35,379.16,66.13063573733322
AUDI,A8,595.84,263.8,44.27363050483351
BMW,325,907.24,451.94,49.81482297958644
FORD,TAURUS,565.96,247.19,43.67623153579758
AUDI,A4,1099.81,601.77,54.71581454978587
FORD,WINDSTAR,980.57,462.83,47.20009790224053
FORD,ESCAPE,865.74,342.08,39.51301776514889
FORD,TAURUS,1088.0,576.86,53.020220588235304
AUDI,A8,869.72,372.83,42.86781952812399
FORD,EXPLORER,551.53,8.09,1.4668286403278155
FORD,MUSTANG GT,495.43,154.48,31.180994287790405
FORD,WINDSTAR,687.99,335.53,48.76960420936351
FORD,TAURUS,1057.24,554.6,52.45734175778443
FORD,ESCAPE,797.91,358.96,44.987529921921016
FORD,WINDSTAR,575.9,349.24,60.642472651502
AUDI,A4,857.07,398.73,46.52245440862473
FORD,ESCAPE,1026.54,502.95,48.99468116196154
FORD,MUSTANG,737.48,312.78,42.4119976134946
FORD,ESCAPE,713.03,449.76,63.07728987560131
FORD,MUSTANG,665.79,474.13,71.21314528605116
FORD,FOCUS,397.18,98.76,24.865300367591523
FORD,EXPEDITION,446.01,118.17,26.494921638528286
FORD,THUNDERBIRD,519.59,101.61,19.555803614388267
FORD,EXPLORER,445.43,105.8,23.752329209976875
FORD,EXPLORER,493.34,152.39,30.88944743989946
FORD,EXPEDITION,446.01,118.17,26.494921638528286
FORD,F-150,643.61,84.84,13.181895868616087
FORD,FOCUS,455.45,114.5,25.139971456800968
FORD,EXPLORER,590.41,346.8,58.73884249928017
BMW,X5,450.16,109.2,24.258041585214148
FORD,EXPLORER,446.08,105.13,23.567521520803446
BMW,325I,411.62,83.78,20.35372430882853
FORD,THUNDERBIRD,462.67,121.72,26.30816780858927
FORD,FOCUS,438.66,110.82,25.26330187388866
FORD,F350,618.89,265.76,42.94139507828532
FORD,THUNDERBIRD,536.03,90.68,16.916963602783426
FORD,MUSTANG,557.67,112.33,20.14273674395252
BMW,525I,438.98,111.14,25.317782131304384
FORD,E350,422.28,94.44,22.364308042057406
FORD,TAURUS,901.1,379.28,42.09077793807568
AUDI,A6,728.92,345.1,47.34401580420349
AUDI,A4,768.13,520.66,67.78279718276853
FORD,EXPEDITION,647.83,89.06,13.747433740333111
FORD,MUSTANG,614.09,105.13,17.119640443583187
FORD,FOCUS,557.6,216.65,38.85401721664275
FORD,FORD,539.68,94.33,17.478876371182924
FORD,EXPEDITION,555.28,227.44,40.95951591989627
FORD,ESCAPE,490.72,149.77,30.520459732637757
FORD,FREESTAR,455.82,114.86,25.1985432846299
FORD,F150,711.67,266.33,37.42324391923223
FORD,F250,664.14,375.64,56.56036377872135
FORD,ESCAPE,913.97,417.78,45.71047189732704
FORD,ESCAPE,868.8,372.64,42.89134438305709
AUDI,A6,537.57,209.73,39.014453931581
FORD,F-150,460.01,120.48,26.19073498402209
BMW,323I,407.3,79.46,19.508961453474097
FORD,EXPEDITION,864.5,285.77,33.0561017929439
FORD,FOCUS,524.04,78.7,15.017937562018169
FORD,F150,591.66,238.53,40.315383835310826
FORD,F-150,433.64,92.68,21.372567106355504
FORD,F250,453.1,112.14,24.74950342087839
FORD,EXPLORER,1031.19,585.84,56.81203270008437
FORD,ESCAPE,411.24,124.9,30.371559186849527
FORD,F-150,415.31,74.36,17.904697695697187
FORD,EXPEDITION,529.64,147.44,27.837776602975605
FORD,ESCAPE,434.88,107.04,24.613686534216335
FORD,EXPLORER,573.79,245.95,42.86411404869377
FORD,RANGER,449.95,108.99,24.22269141015668
AUDI,A8,786.4,506.1,64.35656154628688
AUDI,A4,780.7,293.89,37.64442167285769
FORD,EXPLORER,662.47,393.4,59.38382115416546
FORD,MUSTANG,429.0,242.16,56.447552447552454
FORD,TAURUS,937.28,414.21,44.19277057016046
FORD,MUSTANG,943.91,438.07,46.41014503501393
BMW,325,843.5,544.34,64.5334914048607
FORD,TAURUS,845.08,390.93,46.25952572537511
AUDI,A6,662.94,230.67,34.79500407276676
BMW,325,649.48,329.62,50.751370327030855
FORD,TAURUS,699.45,235.54,33.67503038101365
FORD,EXPLORER,668.66,473.23,70.7728890617055
AUDI,A6,812.33,292.29,35.981682321224135
FORD,EXPLORER,731.17,303.76,41.54437408537002
FORD,MUSTANG,689.16,228.13,33.10261767949388
FORD,TAURUS,1022.86,511.53,50.00977650900417
FORD,FOCUS,874.96,505.33,57.754640212123974
FORD,WINDSTAR,838.66,557.64,66.4917845133904
AUDI,A8,616.2,324.73,52.69879909120415
AUDI,A3,467.13,126.17,27.00961188534241
FORD,FOCUS,683.88,328.17,47.98648885769434
FORD,EXPEDITION,524.65,79.3,15.114838463737728
FORD,TAURUS,516.29,70.94,13.740339731546225
FORD,EXPEDITION,437.7,109.86,25.099383139136393
FORD,F150,340.62,32.45,9.526745346720686
FORD,WINDSTAR,428.34,87.39,20.402017089228185
FORD,EXPLORER,557.48,259.69,46.58283705245031
FORD,FOCUS,412.07,84.23,20.440701822505886
FORD,EXPLORER,428.56,87.61,20.44287847675938
FORD,F650,416.91,89.07,21.36432323523062
FORD,F-150,441.74,113.9,25.784398062208542
AUDI,A8,424.12,96.28,22.701122323870603
FORD,EXPLORER SPORT TRAC,573.61,112.36,19.588221962657553
FORD,F-350 SUPERDUTY,530.44,85.1,16.043284820149307
FORD,F150,506.48,165.53,32.68243563418101
FORD,WINDSTAR,864.23,519.2,60.076599979172215
AUDI,A6,576.18,358.26,62.1784858898261
FORD,ESCAPE,783.67,495.21,63.191139127438845
AUDI,A8,683.09,412.2,60.34343937109312
AUDI,A8,781.62,372.93,47.71244338681201
FORD,FOCUS,869.32,553.9,63.71646804398839
FORD,EXPLORER,804.47,562.8,69.95910350914266
FORD,ESCAPE,415.9,88.06,21.173358980524164
FORD,WINDSTAR,396.46,68.63,17.31069969227665
FORD,EXPLORER,453.12,112.17,24.755031779661017
FORD,F SUPER DUTY,544.79,216.95,39.82268396997008
FORD,F150,433.31,92.35,21.312686067711336
FORD,FOCUS,483.9,156.06,32.250464972101675
FORD,TAURUS,536.48,195.53,36.44683865195347
AUDI,A6,442.98,115.14,25.992144114858455
FORD,EXPEDITION,461.89,134.05,29.022061529801473
FORD,EXPLORER SPORT,512.61,171.65,33.48549579602427
FORD,EXPLORER,758.34,430.5,56.768731703457554
BMW,X3,574.38,246.78,42.96458790347854
FORD,ESCAPE,654.33,326.5,49.898369324347044
FORD,WINDSTAR,597.37,269.53,45.119440212933355
FORD,EXPEDITION,687.63,159.1,23.137443101668048
FORD,FOCUS,535.8,126.66,23.639417693169094
BMW,530I,447.81,161.48,36.0599361336281
FORD,F150,237.38,42.32,17.82795517735277
FORD,EXPLORER SPORT TRAC,578.17,132.82,22.972482141930577
FORD,F350,438.61,97.66,22.26579421353822
FORD,EXPLORER,661.51,102.74,15.531133316200812
FORD,EXPLORER,424.97,97.14,22.85808410005412
FORD,EXPEDITION,395.69,67.86,17.14978897621876
FORD,RANGER,464.5,124.96,26.902045209903118
FORD,CROWN VICTORIA,427.83,99.99,23.37143257836056
FORD,TAURUS,409.91,82.07,20.02146812714986
FORD,FIVE HUNDRED,497.93,170.09,34.15941999879501
FORD,MUSTANG,390.36,83.88,21.487857362434674
FORD,EXPLORER,462.64,134.81,29.139287567006743
AUDI,A4,978.18,583.74,59.67613322701344
AUDI,A8,1024.88,577.71,56.36855046444461
BMW,325,875.92,487.19,55.62037629007216
FORD,TAURUS,852.38,476.03,55.847157371125554
FORD,FOCUS,879.66,353.83,40.223495441420546
AUDI,A4,782.11,285.83,36.54601015202465
AUDI,A4,795.39,551.48,69.33454028841197
FORD,ESCAPE,807.24,460.22,57.011545513106384
FORD,WINDSTAR,647.04,355.45,54.934779920870426
FORD,MUSTANG,960.67,590.79,61.49770472690934
FORD,WINDSTAR,921.59,425.94,46.2179494135136
FORD,EXPLORER,534.02,88.67,16.60424703194637
FORD,RANGER,451.72,123.88,27.42406800672983
FORD,ESCAPE,366.94,46.43,12.653294816591268
FORD,CROWN VICTORIA,443.45,145.66,32.84699515165182
FORD,EXPEDITION,409.91,82.07,20.02146812714986
FORD,F SERIES,280.05,73.65,26.29887520085699
FORD,F150,491.38,163.54,33.28177785013635
FORD,MUSTANG,474.53,133.58,28.149958906707695
BMW,K1200 LT,569.47,124.12,21.795704778127032
AUDI,A8,602.75,243.88,40.461219411032765
AUDI,A8,712.22,454.32,63.789278593692956
AUDI,A8,712.79,375.15,52.63120975322325
AUDI,A6,841.09,489.24,58.167378045155694
FORD,FOCUS,719.87,340.92,47.35855084945893
AUDI,A6,788.91,572.28,72.54059398410465
FORD,EXPLORER,1247.84,183.21,14.682170791127069
FORD,E250,582.31,82.55,14.176297848225172
FORD,FOCUS,538.95,77.7,14.41692179237406
FORD,WINDSTAR,578.17,132.82,22.972482141930577
FORD,EXPLORER,682.6,237.25,34.7568121886903
FORD,F150,437.49,109.65,25.06343002125763
FORD,EXPLORER,874.52,555.56,63.527420756529295
FORD,MUSTANG,642.55,391.94,60.99758773636294
FORD,WINDSTAR,863.12,560.08,64.89016590972287
FORD,MUSTANG,962.24,458.17,47.6149401396741
FORD,TAURUS,1005.06,516.6,51.39991642290013
BMW,5 SERIES,434.78,106.95,24.598647591885552
FORD,EXCURSION,540.79,95.44,17.64825533016513
FORD,EXPLORER,593.3,253.76,42.77094218776336
BMW,F650GS,519.26,73.91,14.2337172129569
FORD,F150,694.5,96.47,13.890568754499641
BMW,325I,499.05,187.61,37.59342751227332
FORD,EXPLORER,431.03,103.19,23.940328979421388
FORD,F-250 SD,604.36,159.01,26.31047719902045
FORD,EXPLORER,441.74,113.9,25.784398062208542
FORD,MUSTANG,622.16,294.33,47.3077664909348
BMW,330I,679.91,338.95,49.852186318777484
FORD,MOUNTAINEER,537.0,228.82,42.61080074487896
FORD,FOCUS,480.24,204.44,42.570381475928706
BMW,530I,488.73,160.89,32.920017187404085
FORD,FOCUS,348.22,30.81,8.847854804433977
FORD,FOCUS,531.41,100.54,18.919478368867733
FORD,MUSTANG,605.45,273.34,45.14658518457345
AUDI,A8,1055.05,566.2,53.66570304724895
FORD,ESCAPE,997.56,574.73,57.613577128192794
FORD,EXPEDITION,436.54,108.7,24.90035277408714
FORD,EXPEDITION,628.65,287.7,45.764733953710326
AUDI,A4,708.81,311.02,43.87917777683724
FORD,FOCUS,2022.09,950.54,47.00779886157392
FORD,RANGER,525.04,79.69,15.177891208288893
FORD,RANGER,426.11,98.27,23.062120109830794
FORD,FOCUS,448.08,107.13,23.908677021960365
FORD,FREESTAR,399.88,72.04,18.01540462138642
BMW,325,796.93,402.26,50.4762024268129
AUDI,A6,675.06,307.48,45.54854383314076
FORD,WINDSTAR,780.48,321.34,41.1720992209922
FORD,ESCAPE,1073.06,596.53,55.59148603060407
AUDI,A4,839.49,364.78,43.45257239514467
AUDI,A6,989.89,491.48,49.64996110678965
BMW,X3,621.14,235.96,37.98821521718131
FORD,F-250 SUPERDUTY,436.13,97.37,22.32591199871598
BMW,K1200 GT,542.56,214.72,39.57534650545562
FORD,FOCUS,609.78,270.24,44.31762274918823
FORD,EXPLORER,551.06,105.71,19.183029071244512
FORD,FOCUS,506.43,178.6,35.26647315522382
FORD,EXPLORER,402.31,74.47,18.510601277621735
FORD,F250 SUPER DUTY,414.53,73.58,17.75022314428389
FORD,FOCUS,275.13,80.08,29.106240686221057
FORD,CROWN VICTORIA,431.1,103.26,23.952679192762698
FORD,E150,476.61,7.81,1.6386563437611463
FORD,EXPLORER,468.74,140.9,30.059307931902545
FORD,ESCAPE,642.95,96.31,14.97939186561941
AUDI,A6,597.15,256.2,42.903793016829944
FORD,WINDSTAR,423.29,105.86,25.008859174561177
FORD,FOCUS,574.8,222.56,38.719554627696596
FORD,EXPLORER,353.21,32.71,9.260779706123836
FORD,FOCUS,404.86,77.02,19.02386009978758
FORD,FOCUS,416.97,89.13,21.37563853514641
FORD,ESCAPE,858.83,388.9,45.28253554254043
AUDI,A4,558.08,208.48,37.35665137614678
FORD,MUSTANG,692.69,432.4,62.423306240886966
BMW,325,643.56,368.89,57.32021878301946
FORD,FOCUS,1122.41,590.45,52.60555412015218
FORD,WINDSTAR,772.17,312.67,40.49237862128806
FORD,EXPLORER,775.47,426.0,54.93442686370847
AUDI,A6,668.35,233.86,34.99064861225406
AUDI,A8,865.32,520.9,60.197383626866355
AUDI,A8,894.98,465.01,51.95758564437194
FORD,TAURUS,1012.19,492.28,48.63513767178099
FORD,CROWN VICTORIA,420.39,113.9,27.093889007826068
FORD,EXPLORER,263.24,68.19,25.90411791521045
FORD,EXPLORER,653.54,325.7,49.836276279952266
FORD,FOCUS,1138.21,810.37,71.19687931049631
BMW,6 SERIES,535.36,90.01,16.81298565451285
FORD,F150,450.7,169.96,37.7102285333925
FORD,MUSTANG,700.67,325.55,46.46267144304737
FORD,TAURUS,964.51,592.05,61.38350043027029
FORD,MUSTANG,623.32,351.43,56.38035038182635
FORD,MUSTANG,901.97,551.77,61.1738749625819
BMW,325,873.57,514.59,58.90655585700058
FORD,F150,352.1,34.68,9.84947458108492
FORD,ESCAPE,533.37,88.02,16.502615445188145
FORD,MUSTANG GT,479.5,134.0,27.94577685088634
FORD,F350 SUPER DUTY,548.79,103.44,18.848739955174114
FORD,F150,472.37,144.53,30.596777949488747
FORD,MOTOR HOME,400.14,72.3,18.068675963412804
FORD,EXPLORER SPORT,426.51,85.57,20.06283557243675
FORD,TAURUS,574.3,367.9,64.06059550757443
FORD,EXPLORER,423.0,136.66,32.307328605200944
FORD,E150,417.79,89.95,21.52995524067115
FORD,ESCAPE,403.93,97.44,24.122991607456736
FORD,F250 SUPER DUTY,430.76,102.92,23.892654842603772
AUDI,A8,324.99,204.89,63.04501676974675
FORD,ESCAPE,283.87,114.94,40.490365308063545
FORD,TAURUS,241.62,98.16,40.62577601191954
FORD,MUSTANG,396.17,208.35,52.59105939369463
AUDI,A6,906.23,454.95,50.202487227304324
BMW,325,568.91,260.36,45.76470795029091
BMW,325,488.08,214.43,43.93337157842977
AUDI,A4,992.09,580.02,58.46445382979366
FORD,EXPLORER,767.38,577.04,75.19612186921734
FORD,EXPLORER,525.99,80.64,15.331089944675755
FORD,EXPEDITION,538.95,77.7,14.41692179237406
FORD,ESCAPE,354.54,46.37,13.078919162858915
BMW,325,352.39,223.91,63.540395584437704
FORD,EXPLORER,352.51,243.69,69.12995376017702
AUDI,A4,313.68,236.89,75.51963784748787
FORD,MUSTANG,236.03,146.04,61.8734906579672
FORD,MUSTANG,297.25,180.66,60.777123633305294
FORD,MUSTANG,215.97,126.77,58.69796731027458
FORD,TAURUS,328.03,242.66,73.97494131634302
AUDI,A8,314.16,240.54,76.56608097784567
FORD,EXPLORER,365.67,172.87,47.274865315721826
FORD,WINDSTAR,544.1,289.23,53.15750781106414
FORD,EXPEDITION,559.6,231.76,41.41529664045747
BMW,Z4,281.12,86.07,30.61681844052362
FORD,F150,349.77,30.51,8.722875032163994
FORD,F150,438.38,110.54,25.215566403576805
FORD,EXPLORER,352.55,197.94,56.14522762728691
AUDI,A8,331.62,173.65,52.36415173994331
FORD,WINDSTAR,322.82,97.86,30.31410693265597
FORD,EXPEDITION,537.93,210.1,39.05712639190973
FORD,FORD,428.49,100.65,23.489462997969614
FORD,EXPLORER,272.68,77.63,28.469268006454453
AUDI,A4,456.62,128.78,28.2028820463405
FORD,EXPLORER,283.87,88.82,31.28897030330785
FORD,EXPLORER SPORT,359.5,42.08,11.705146036161334
AUDI,A6,235.26,149.74,63.64872906571454
AUDI,A4,211.89,120.39,56.817216480249186
AUDI,A8,304.2,192.84,63.392504930966474
FORD,TAURUS,373.2,213.65,57.2481243301179
FORD,EXPLORER,288.35,136.37,47.2932200450841
FORD,TAURUS,321.99,173.2,53.790490387900235
FORD,EXPLORER,290.89,97.82,33.62783182646361
FORD,RANGER,430.31,102.47,23.813064999651417
FORD,F150,462.23,122.7,26.545226402440342
FORD,F-250 SD,754.12,195.35,25.90436535299422
FORD,TAURUS,242.53,143.79,59.28751082340329
FORD,TAURUS,212.2,98.51,46.42318567389256
FORD,TAURUS,341.42,232.36,68.05693866791636
FORD,WINDSTAR,431.56,103.72,24.03373806654926
FORD,EXPLORER,263.46,87.18,33.09041220678661
BMW,325,279.69,209.03,74.73631520612106
FORD,TAURUS,416.95,119.16,28.578966302914015
FORD,EXPLORER,266.84,71.78,26.900014990256338
FORD,FOCUS,408.97,81.13,19.8376409027557
FORD,EXPLORER,345.76,28.34,8.196436834798705
FORD,EXPEDITION,663.74,247.84,37.33992225871576
AUDI,A8,316.39,206.32,65.21065773254527
FORD,ESCAPE,187.43,91.99,49.07965640505789
FORD,MUSTANG,390.46,209.63,53.68795779337192
AUDI,A4,408.69,214.97,52.5997699968191
AUDI,A4,375.77,197.56,52.57471325544881
BMW,325,326.02,157.98,48.45714986810626
AUDI,Q7,385.09,109.28,28.37778181723753
FORD,FOCUS,529.6,84.25,15.90823262839879
FORD,RANGER,618.7,290.86,47.011475674802
AUDI,A6,440.19,112.35,25.523069583588903
FORD,FOCUS,482.48,269.54,55.865528104791906
AUDI,A6,1039.09,509.76,49.05831063719216
FORD,ESCAPE,685.76,265.43,38.70596126924872
BMW,325,887.13,529.51,59.68798259556096
FORD,MUSTANG,924.1,508.15,54.988637593334055
FORD,WINDSTAR,684.97,184.71,26.96614450267895
FORD,EXPLORER,613.14,272.18,44.39116678083309
FORD,FOCUS,367.71,39.87,10.842783715427919
FORD,FOCUS,409.51,81.67,19.943346926814975
FORD,F150,416.24,89.63,21.5332500480492
FORD,EXCURSION,559.6,231.76,41.41529664045747
FORD,ESCAPE,744.21,512.6,68.87840797624327
FORD,MUSTANG,528.5,200.67,37.96972563859981
FORD,F150,501.02,173.18,34.56548640772824
FORD,ESCAPE,757.58,104.16,13.749043005359168
FORD,EXPEDITION,514.62,186.78,36.29474175119506
FORD,TAURUS,421.8,115.31,27.33760075865339
FORD,EXPEDITION,671.17,318.04,47.38590819017537
FORD,FOCUS,600.73,106.35,17.703460789372926
BMW,323I,467.14,191.34,40.95988354668836
FORD,ESCAPE,368.21,51.89,14.092501561608866
FORD,F-250 SD,654.33,326.5,49.898369324347044
FORD,FOCUS,454.85,113.9,25.041222381004722
FORD,FOCUS,340.88,32.71,9.595752170851913
FORD,F-250,547.52,241.04,44.023962594973696
FORD,TAURUS,692.03,321.07,46.395387483201596
FORD,ESCAPE,493.71,0.0,0.0
FORD,EXPLORER,618.7,290.86,47.011475674802
FORD,F150,433.43,105.59,24.361488591006623
FORD,EXPLORER,522.21,76.86,14.71821680932958
FORD,RANGER,1256.56,833.14,66.30324059336601
FORD,EXPEDITION,473.57,145.73,30.77264184809004
FORD,ESCAPE,546.32,101.26,18.534924586323033
FORD,EXPLORER,374.54,93.79,25.04138409782667
FORD,RANGER,630.72,166.84,26.452308472856416
FORD,RANGER,534.91,89.56,16.7430034959152
FORD,ESCAPE,403.66,75.82,18.783134320963185
FORD,SUPERCREW,470.68,122.63,26.05379451007053
FORD,EXPLORER,876.64,269.05,30.691047636430007
FORD,MUSTANG,248.65,125.86,50.61733360144781
BMW,325,350.2,204.84,58.49229011993147
AUDI,A4,280.08,168.01,59.98643244787204
FORD,CVPI,366.94,46.43,12.653294816591268
FORD,EXPEDITION,444.36,116.52,26.221982176613558
FORD,MUSTANG,535.36,90.01,16.81298565451285
FORD,EXPLORER,333.8,25.63,7.678250449370879
FORD,MUSTANG,333.5,204.24,61.24137931034483
FORD,ESCAPE,297.6,127.37,42.799059139784944
AUDI,A4,414.15,227.6,54.955933840396
FORD,ESCAPE,250.53,126.46,50.47698878377839
FORD,TAURUS,310.44,134.05,43.18064682386291
FORD,EXPLORER,258.82,97.47,37.65937717332509
FORD,MUSTANG,231.36,129.01,55.76158367911479
FORD,WINDSTAR,753.21,320.33,42.52864407004686
FORD,MUSTANG,677.31,265.47,39.19475572485273
FORD,EXPLORER,1001.72,604.47,60.34320967935152
FORD,WINDSTAR,493.26,247.85,50.24733406317156
BMW,325,908.05,517.26,56.963823577996806
FORD,EXPEDITION,532.32,204.48,38.41298467087466
BMW,Z4,523.38,59.5,11.36841300775727
FORD,TAURUS,452.11,131.6,29.10796045210236
FORD,F250,514.88,101.35,19.684198259788687
AUDI,A8,244.98,132.79,54.20442485100825
FORD,WINDSTAR,315.02,184.07,58.431210716779894
FORD,WINDSTAR,234.2,124.14,53.00597779675491
FORD,TAURUS,260.23,172.46,66.27214387272798
FORD,WINDSTAR,161.31,90.55,56.13415163350071
FORD,MUSTANG,404.33,227.46,56.25602849157867
FORD,WINDSTAR,304.73,142.57,46.785679125783474
FORD,TAURUS,237.77,90.42,38.02834672162174
FORD,ESCAPE,327.22,153.18,46.81254202065888
FORD,EXPLORER,301.11,143.95,47.806449470293245
BMW,325,335.56,184.78,55.0661580641316
FORD,EXPLORER SPORT,541.09,213.26,39.41303664824705
FORD,ESCAPE,481.27,46.32,9.62453508425624
FORD,EXPEDITION,610.76,269.8,44.17447115069749
FORD,WINDSTAR,443.12,115.28,26.01552626827947
FORD,EXPLORER,417.06,89.22,21.392605380520788
FORD,F150,430.05,102.21,23.767003836763166
FORD,EXPEDITION,1281.18,305.16,23.818667166206154
BMW,325,357.64,224.73,62.836930992059045
FORD,WINDSTAR,227.46,121.97,53.62261496526861
AUDI,A8,324.28,221.46,68.29283335389171
BMW,325,304.21,170.38,56.00736333453864
BMW,325,389.13,212.97,54.72978182098528
FORD,FOCUS,253.61,173.77,68.51859153818856
BMW,325,466.61,241.43,51.74128287006279
AUDI,A4,726.08,297.55,40.98033274570295
FORD,EXPLORER,459.33,131.49,28.626477695774284
FORD,ESCAPE,412.24,114.45,27.762953619250926
FORD,EXPEDITION,359.5,42.08,11.705146036161334
FORD,TAURUS,747.79,380.29,50.85518661656347
FORD,EXPLORER,755.16,460.93,61.03739604851952
FORD,EXPLORER,674.71,402.66,59.678973188480974
FORD,WINDSTAR,405.85,78.01,19.221387212024148
FORD,RANGER,425.44,118.95,27.959289206468597
FORD,F-350 SD,418.22,111.73,26.715604227440103
FORD,FREESTYLE,432.27,104.43,24.158512041085437
BMW,525,422.61,94.77,22.424930787250656
FORD,ESCAPE HEV,376.92,68.75,18.239944815876047
FORD,EXPLORER,490.77,149.82,30.52753835809035
FORD,EXPLORER,363.99,77.65,21.333003653946538
FORD,F250 SUPER DUTY,417.06,89.22,21.392605380520788
FORD,TAURUS,534.91,89.56,16.7430034959152
FORD,F-150,597.62,269.78,45.142398179445124
FORD,EXPLORER,518.11,72.76,14.043349867788693
FORD,EXPEDITION,482.84,141.89,29.386546267914838
FORD,WINDSTAR,270.48,120.27,44.46539485359361
FORD,ESCAPE,322.4,143.79,44.599875930521094
AUDI,A4,215.54,109.94,51.00677368469889
FORD,FOCUS,300.01,139.52,46.5051164961168
FORD,WINDSTAR,284.89,107.23,37.63908877110464
FORD,WINDSTAR,318.26,155.2,48.765160560547976
AUDI,A8,253.5,85.17,33.59763313609467
AUDI,A6,377.92,221.66,58.65262489415749
FORD,TAURUS,179.02,88.09,49.20679253714669
FORD,EXPLORER SPORT TRAC,364.39,43.88,12.042042866159884
FORD,RANGER,485.45,178.96,36.86476465135441
FORD,F-350 SD,501.02,173.18,34.56548640772824
FORD,FORD TRUCK,537.0,228.82,42.61080074487896
FORD,MUSTANG,378.04,200.29,52.98116601417839
FORD,FOCUS,336.08,199.41,59.334087122113786
FORD,EXPLORER,252.92,175.99,69.5832674363435
BMW,325,214.98,111.71,51.96297329984184
FORD,ESCAPE,260.56,103.6,39.76051581209702
AUDI,A8,295.97,140.75,47.555495489407704
AUDI,A6,307.31,150.76,49.05795450847678
FORD,FOCUS,284.39,134.84,47.41376279053413
