MARCA,MODEL,VALOARE_DAUNA,PRET_MANOPERA,PROCENT_MANOPERA
FORD,TAURUS,380.6,165.2,43.405149763531256
AUDI,A4,476.19,343.19,72.06997206997207
AUDI,A4,470.93,293.99,62.427537001252844
FORD,MUSTANG,371.11,224.0,60.3594621540783
FORD,MUSTANG,506.24,292.52,57.78286978508217
FORD,MUSTANG,506.49,344.42,68.00134257339731
FORD,ESCAPE,317.11,144.64,45.61193276780927
FORD,MUSTANG,403.08,179.2,44.45767589560385
FORD,MUSTANG,376.74,202.22,53.67627541540585
AUDI,A4,303.14,145.39,47.96133799564558
AUDI,A4,497.3,302.16,60.76010456464911
AUDI,A8,593.87,349.04,58.77380571505548
AUDI,A8,448.63,299.42,66.7409669438067
FORD,WINDSTAR,487.94,290.71,59.57904660409066
AUDI,A8,493.04,261.51,53.04032127210774
AUDI,A8,542.93,335.84,61.85696130256203
FORD,MUSTANG,263.21,146.1,55.5070096120968
BMW,325,379.21,137.18,36.17520635004352
FORD,ESCAPE,410.2,122.11,29.76840565577767
AUDI,A8,428.57,283.7,66.19688732295774
AUDI,A8,334.79,232.64,69.48833597180322
AUDI,A8,396.66,193.71,48.83527454242929
AUDI,A4,407.07,306.98,75.41209128651093
AUDI,A4,379.85,244.14,64.27273923917335
AUDI,A6,291.02,146.72,50.415778984262246
AUDI,A6,327.73,158.34,48.31416104720349
FORD,TAURUS,441.65,295.32,66.86742895958339
FORD,TAURUS,293.96,137.18,46.66621309021636
AUDI,A6,378.39,265.25,70.09963265413991
FORD,MUSTANG,326.0,158.06,48.484662576687114
AUDI,A8,314.52,184.7,58.724405443215055
AUDI,A8,533.9,284.63,53.31148155085222
BMW,325,553.71,330.03,59.60340250311534
BMW,325,476.98,236.74,49.63310830642794
FORD,EXPLORER,411.22,208.59,50.72467292446865
AUDI,A4,250.53,126.06,50.31732726619567
AUDI,A4,502.19,340.39,67.78111870009359
FORD,ESCAPE,407.19,266.99,65.56889903976031
FORD,ESCAPE,434.12,326.4,75.18658435455635
BMW,325,399.1,267.52,67.03081934352292
BMW,325,323.07,196.96,60.96511591915065
BMW,325,290.45,118.79,40.89860561198142
AUDI,A4,323.61,119.9,37.050770989771635
FORD,FOCUS,380.87,243.79,64.00871688502639
AUDI,A6,406.8,290.43,71.39380530973452
FORD,EXPLORER,393.37,172.2,43.775580242519766
FORD,EXPLORER,269.54,173.91,64.52103583883653
BMW,325,332.1,122.16,36.784101174345075
FORD,TAURUS,350.61,158.68,45.25826416816406
FORD,TAURUS,432.02,328.22,75.97333456784409
FORD,EXPLORER,260.45,161.17,61.881359186024184
FORD,EXPLORER,381.93,247.68,64.8495797659257
AUDI,A6,539.1,350.01,64.92487479131887
FORD,EXPLORER,270.44,121.89,45.070995414879455
FORD,F-150,492.07,164.24,33.37736500904343
FORD,EXPLORER SPORT TRAC,678.0,223.69,32.99262536873157
AUDI,A6,404.57,200.27,49.501940331710216
AUDI,A6,435.66,246.13,56.495891291374
AUDI,A8,288.96,183.4,63.468992248062015
AUDI,A8,543.51,291.29,53.59423009696235
AUDI,A4,336.62,243.11,72.22090190719506
AUDI,A4,509.64,319.3,62.65206812652069
FORD,EXPLORER,391.84,258.89,66.07033483054308
FORD,EXPLORER,393.56,247.12,62.79093403801199
FORD,MUSTANG,358.32,156.36,43.636972538513064
BMW,325,278.83,184.63,66.21597389090127
BMW,325,417.86,216.63,51.84272244292346
FORD,TAURUS,322.43,209.32,64.91951741463264
FORD,TAURUS,283.34,156.02,55.0645867156067
BMW,325,541.94,299.78,55.31608665165885
AUDI,A4,472.62,240.61,50.90982184418772
AUDI,A4,366.1,175.95,48.06063916962578
AUDI,A8,487.77,248.79,51.00559690017836
AUDI,A8,558.55,331.61,59.36979679527349
FORD,WINDSTAR,285.19,150.15,52.64911111890319
FORD,WINDSTAR,426.47,297.5,69.75871690857505
FORD,MUSTANG,331.86,234.5,70.66232748749472
AUDI,A6,252.4,151.16,59.8890649762282
FORD,WINDSTAR,467.45,255.1,54.57268157022141
FORD,WINDSTAR,415.25,169.86,40.90547862733294
FORD,EXPLORER,470.61,340.54,72.36140328509806
FORD,EXPLORER,544.67,312.1,57.30075091339712
AUDI,A6,378.33,153.22,40.49903523379061
FORD,EXPLORER,448.19,203.39,45.3803074588902
BMW,325,505.74,289.48,57.23889745719144
AUDI,A4,428.8,282.47,65.87453358208955
AUDI,A6,319.72,161.55,50.52858751407482
AUDI,A6,351.42,141.5,40.26520972056229
AUDI,A6,371.01,195.87,52.79372523651654
FORD,MUSTANG GT,386.26,99.93,25.8711748563144
FORD,F150,483.38,201.41,41.667011460962385
FORD,RANGER,418.14,90.3,21.59563782465203
FORD,TAURUS,383.9,108.09,28.155769731700964
FORD,MUSTANG,455.15,292.53,64.27111941118312
FORD,EXPLORER,509.73,314.7,61.73856747689953
FORD,EXPLORER,353.34,161.14,45.60479990943567
FORD,EXPLORER,319.97,140.22,43.82285839297434
FORD,EXPLORER,262.63,148.25,56.44823515973042
FORD,MUSTANG,368.12,256.9,69.78702596979245
FORD,MUSTANG,472.06,333.85,70.72194212600094
AUDI,A8,466.3,295.04,63.27257130602617
AUDI,A8,417.78,248.5,59.48106659007133
AUDI,A8,313.35,218.08,69.59629806925165
AUDI,A8,277.55,120.32,43.35074761304269
FORD,FOCUS,469.56,218.26,46.48181276088253
FORD,FOCUS,421.12,170.11,40.39466185410335
AUDI,A4,535.66,305.82,57.09218534144793
FORD,MUSTANG,526.69,287.99,54.67922307239552
FORD,MUSTANG,543.66,336.95,61.97807453187654
AUDI,A8,342.28,144.22,42.135094075026295
AUDI,A8,473.97,228.73,48.258328586197436
AUDI,A4,465.58,294.53,63.26087890373297
FORD,EXPLORER,352.56,254.1,72.07283866575902
AUDI,A6,451.56,301.98,66.87483390911507
FORD,MUSTANG,436.53,214.43,49.121480768790235
FORD,MUSTANG,476.17,289.27,60.74931222042548
FORD,TAURUS,330.85,160.6,48.54163518210669
FORD,EXPLORER,563.93,340.77,60.427712659372624
FORD,EXPLORER,450.09,344.94,76.6380057321869
AUDI,A8,326.68,181.82,55.65691196277702
FORD,ESCAPE,398.39,289.31,72.61979467356109
FORD,ESCAPE,484.68,232.47,47.96360485268631
AUDI,A4,410.17,160.65,39.166686983445885
AUDI,A4,488.53,297.57,60.911305344605246
AUDI,A6,377.71,125.93,33.34039342352599
FORD,EXPLORER,538.19,210.35,39.08470986082981
FORD,WINDSTAR,746.97,417.42,55.88176231977188
BMW,325,562.73,326.64,58.04559913279903
BMW,325,275.97,186.27,67.4964670072834
AUDI,A6,395.13,278.63,70.51603269809937
AUDI,A6,522.6,338.93,64.85457328740911
AUDI,A8,341.65,149.19,43.66749597541344
AUDI,A8,387.46,138.1,35.64238889175657
BMW,325,322.74,156.4,48.460060729999384
BMW,325,306.91,126.68,41.27594408784334
FORD,EXPLORER,454.29,247.43,54.46520944770962
FORD,EXPLORER,574.75,326.29,56.770769899956505
AUDI,A8,496.99,329.2,66.23875731906074
FORD,EXPLORER,434.5,192.51,44.306098964326814
AUDI,A4,359.65,234.09,65.08828027248714
AUDI,A4,324.91,123.94,38.145948108707024
BMW,325,391.01,157.6,40.30587453006317
BMW,325,485.85,324.69,66.82926829268293
FORD,EXPLORER,454.11,210.75,46.40946026293189
FORD,EXPLORER,432.33,317.35,73.40457520875258
BMW,325,507.97,317.21,62.446601177234875
BMW,325,353.54,234.29,66.2697290264185
FORD,MUSTANG,372.34,196.19,52.691088789815765
FORD,MUSTANG,261.27,141.68,54.22742756535386
AUDI,A6,500.25,285.73,57.11744127936033
AUDI,A6,372.8,122.52,32.86480686695279
FORD,F-250 SUPERDUTY,430.77,102.93,23.894421617104257
FORD,F350,396.81,68.97,17.381114387238224
BMW,325I,414.43,128.1,30.90992447457954
FORD,F-150,1483.17,379.86,25.611359453063372
FORD,ESCAPE,427.4,141.07,33.006551240056154
FORD,FOCUS,566.95,272.0,47.976011994002995
FORD,FOCUS,404.28,117.95,29.175324032848522
AUDI,A4,379.08,70.91,18.705814076184446
FORD,EXPLORER,365.41,33.46,9.156837524971948
FORD,ESCAPE,542.91,97.56,17.969829253467427
FORD,F150,548.26,261.92,47.77295443767556
FORD,EXPLORER SPORT,683.46,386.9,56.60901881602434
FORD,EXPEDITION,468.19,107.54,22.96930733249322
BMW,X5,781.86,96.25,12.310388049011332
FORD,RANGER,536.86,91.51,17.045412211749806
FORD,FREESTAR,465.76,137.92,29.611817244933007
FORD,EXPLORER,468.19,107.54,22.96930733249322
FORD,EXPLORER,451.71,123.87,27.422461313674706
FORD,EXPLORER SPORT,448.53,166.88,37.20598399215214
FORD,FOCUS,539.11,211.27,39.18866279608985
FORD,F250 SUPER DUTY,416.07,88.23,21.205566371043336
FORD,WINDSTAR,418.14,90.3,21.59563782465203
FORD,FOCUS,516.61,71.26,13.79377092971487
AUDI,S4,685.38,240.04,35.022907000496076
FORD,WINDSTAR,412.91,85.07,20.602552614371167
FORD,ESCORT,689.32,381.15,55.293622700632504
FORD,EXPEDITION,512.74,67.39,13.143113468814605
FORD,FOCUS,559.08,250.91,44.879087071617654
FORD,EXPLORER SPORT TRAC,893.89,190.1,21.266598798509882
FORD,EXPLORER,697.82,252.47,36.179817144822444
FORD,FOCUS,802.55,464.44,57.870537661204914
FORD,EXPLORER,443.52,135.35,30.51722582972583
FORD,EXPEDITION,368.62,60.45,16.399001681948892
FORD,FREESTAR,374.93,105.79,28.21593364094631
FORD,EXPEDITION,283.76,88.71,31.262334367070764
BMW,323I,436.28,121.45,27.837627211882282
FORD,F-150,305.78,110.73,36.21230950356466
FORD,RANGER,428.77,120.6,28.12696783823495
FORD,F150,658.65,99.88,15.164351324679268
FORD,MUSTANG,403.99,315.21,78.02420852001286
FORD,MUSTANG,241.73,143.01,59.161047449633884
AUDI,A6,589.51,340.66,57.78697562382318
AUDI,A6,435.52,202.85,46.57650624540779
FORD,MUSTANG,513.84,345.06,67.15319943951424
FORD,MUSTANG,484.13,271.31,56.040732861008415
FORD,MUSTANG,489.52,306.29,62.56945579343031
FORD,FOCUS,350.43,136.77,39.029192706103935
FORD,RANGER,385.69,108.02,28.006948585651685
FORD,EXCURSION,408.27,100.1,24.518088519852057
FORD,MUSTANG GT,351.1,31.93,9.094275135289092
AUDI,A4,338.27,212.17,62.72208590770686
AUDI,A4,480.15,341.74,71.17359158596273
AUDI,A6,308.33,203.06,65.85800927577597
AUDI,A6,438.58,336.91,76.81836837065075
AUDI,A4,424.32,317.55,74.83738687782807
AUDI,A4,405.56,157.4,38.81053358319361
AUDI,A4,433.22,261.8,60.431189695766584
AUDI,A4,487.11,282.52,57.99921988873149
AUDI,A4,524.82,340.36,64.85271140581533
AUDI,A4,396.27,178.89,45.14346279052161
FORD,MUSTANG,410.38,158.63,38.6544178566207
FORD,MUSTANG,349.51,143.81,41.14617607507653
FORD,FOCUS,590.42,344.63,58.370312658785274
FORD,ESCAPE,508.24,326.36,64.21375728002519
FORD,ESCAPE,367.61,132.53,36.0517940208373
AUDI,A4,377.18,231.1,61.27048093748343
AUDI,A4,503.23,264.24,52.50879319595414
BMW,325,249.97,132.15,52.866343961275355
AUDI,A4,268.81,160.99,59.88988504891931
AUDI,A4,537.71,290.05,53.94171579475926
AUDI,A6,510.69,315.14,61.70866866396444
FORD,MUSTANG,337.05,170.59,50.61266874350986
FORD,MUSTANG,299.4,197.55,65.98196392785573
AUDI,A8,419.09,198.64,47.39793361807727
AUDI,A8,353.09,249.67,70.7100172760486
FORD,MUSTANG,432.23,317.47,73.44932096337598
FORD,MUSTANG,291.77,131.86,45.19313157624157
FORD,ESCAPE,269.52,169.66,62.94894627485901
FORD,ESCAPE,473.9,316.92,66.87486811563622
FORD,FOCUS,425.98,98.14,23.038640311751724
FORD,FOCUS,557.26,342.2,61.407601478663466
AUDI,A4,342.37,205.13,59.914712153518124
AUDI,A4,242.1,151.15,62.43287897562991
AUDI,A6,394.31,186.64,47.333316426162156
FORD,MUSTANG,440.12,273.48,62.13759883668091
FORD,MUSTANG,318.24,128.11,40.255781799899445
AUDI,A8,291.44,179.95,61.745127642053255
FORD,TAURUS,551.55,303.12,54.95784607016591
AUDI,A8,336.09,219.42,65.28608408462019
AUDI,A8,548.1,341.85,62.37000547345375
AUDI,A8,443.74,293.82,66.21444990309641
AUDI,A4,413.98,298.31,72.05903666843808
AUDI,A4,318.85,156.44,49.063823114317074
AUDI,A6,420.35,245.33,58.363268704650885
AUDI,A6,524.51,283.12,53.97799851289775
FORD,WINDSTAR,419.72,251.38,59.8923091584866
FORD,EXPLORER,462.49,226.81,49.041060347250756
FORD,EXPLORER,328.57,235.51,71.67726816203549
FORD,WINDSTAR,440.15,306.83,69.71032602521868
AUDI,A8,475.31,321.9,67.72422208663819
AUDI,A8,483.6,263.85,54.559553349875934
FORD,WINDSTAR,455.9,254.32,55.78416319368282
FORD,WINDSTAR,565.93,344.14,60.80964076829291
FORD,EXPLORER,526.83,347.94,66.0440749387848
FORD,EXPLORER,461.47,336.26,72.86714195939064
AUDI,A6,501.11,324.82,64.82009937937778
AUDI,A6,520.07,322.57,62.0243428769204
AUDI,A6,406.04,280.46,69.0720126095951
FORD,MUSTANG,466.02,281.21,60.34290373803699
FORD,FOCUS,582.58,333.49,57.24364035840571
FORD,MUSTANG,365.09,125.45,34.36139034210743
AUDI,A4,467.38,267.81,57.30026958791562
FORD,WINDSTAR,500.05,313.14,62.62173782621737
FORD,FOCUS,317.6,126.72,39.8992443324937
FORD,FOCUS,378.74,202.39,53.43771452711622
FORD,EXPLORER,502.38,290.32,57.788924718340695
FORD,EXPLORER,338.44,162.38,47.97896229760076
AUDI,A4,466.61,236.74,50.73616081952809
BMW,325,515.1,321.42,62.39953407105416
BMW,325,314.83,195.85,62.208175840930025
FORD,MUSTANG,459.13,315.34,68.68207261559907
FORD,MUSTANG,409.45,189.38,46.25228965685676
FORD,ESCAPE,291.47,127.95,43.89817133838817
BMW,325,466.74,237.55,50.89557355272743
BMW,325,318.89,207.56,65.08827495374581
AUDI,A4,445.96,286.29,64.19634047896673
AUDI,A4,371.3,140.99,37.97199030433612
FORD,TAURUS,428.34,220.35,51.44277910071439
FORD,TAURUS,446.05,241.82,54.21365317789485
AUDI,A8,350.36,164.46,46.94028998744149
AUDI,A8,509.01,340.56,66.9063476159604
FORD,EXPLORER,343.4,215.73,62.82178217821782
FORD,EXPLORER,386.86,259.93,67.18968102155819
FORD,TAURUS,540.27,295.45,54.685620152886514
FORD,WINDSTAR,488.93,249.49,51.027754484282006
FORD,MUSTANG,534.14,242.01,45.3083461264837
FORD,MUSTANG,352.83,144.49,40.95173312926906
FORD,ESCAPE,332.27,150.6,45.32458542751377
FORD,EXPEDITION,507.4,378.85,74.66495861253449
FORD,EXPEDITION,520.05,331.33,63.7111816171522
FORD,TAURUS,614.14,371.95,60.56436643110691
FORD,EXPLORER,539.66,277.38,51.39902901827077
FORD,EXPLORER,619.58,395.4,63.81742470705961
AUDI,A4,443.54,306.77,69.16399873743066
AUDI,A6,368.9,277.94,75.34291135809163
FORD,EXPLORER,401.56,172.32,42.91264070126506
FORD,EXPLORER,335.25,127.04,37.894108873974645
FORD,EXPLORER,371.63,258.38,69.5261415924441
FORD,FOCUS,375.1,238.28,63.524393495067976
FORD,FOCUS,444.37,238.8,53.73900128271486
FORD,MUSTANG,458.0,288.5,62.99126637554585
FORD,MUSTANG,371.52,237.68,63.97502153316107
FORD,FOCUS,207.65,118.79,57.20683843005057
FORD,FOCUS,473.88,238.83,50.39883514813878
FORD,EXPLORER,520.25,271.24,52.13647284959154
BMW,325,338.01,175.26,51.850536966361936
BMW,325,460.47,266.81,57.942971311920424
AUDI,A8,370.38,227.62,61.45580214914412
AUDI,A8,503.52,256.57,50.95527486495075
AUDI,A6,304.37,202.26,66.4520156388606
AUDI,A6,494.09,295.7,59.847396223360114
FORD,MUSTANG,385.37,181.41,47.074240340452036
FORD,MUSTANG,447.35,254.27,56.839163965575054
FORD,EXPLORER,431.22,193.51,44.87500579750475
FORD,EXPLORER,552.4,303.21,54.88957277335265
FORD,FOCUS,329.22,196.89,59.80499362128667
FORD,RANGER,467.27,159.1,34.04883686091553
FORD,F150,459.43,131.59,28.642012929064276
FORD,F-150,1429.58,1088.63,76.15033786146982
FORD,F-350 SUPERDUTY,435.81,107.97,24.774557720107385
BMW,325I,483.38,201.41,41.667011460962385
FORD,ESCAPE,536.92,303.08,56.447887953512634
FORD,ESCAPE,485.87,295.04,60.72406199189084
AUDI,A6,272.82,143.56,52.620775602961665
FORD,EXPLORER,419.78,276.49,65.86545333269808
FORD,MUSTANG,431.16,212.64,49.318118563874194
FORD,MUSTANG,458.89,313.44,68.30395083789143
FORD,MUSTANG,402.73,245.22,60.88942964268864
FORD,TAURUS,482.17,301.27,62.482112118132605
FORD,TAURUS,266.23,136.67,51.33531157270029
AUDI,A4,300.39,146.42,48.743300376177636
AUDI,A6,536.84,327.14,60.93808211012591
AUDI,A6,405.4,296.48,73.1327084361125
BMW,325,420.21,189.25,45.03700530687038
FORD,EXPLORER,308.79,158.05,51.183652320347164
FORD,EXPLORER,292.2,181.88,62.24503764544832
AUDI,A8,265.72,168.46,63.39756134276682
AUDI,A8,521.96,320.71,61.4434056249521
FORD,EXPLORER,356.81,224.35,62.87660099212465
FORD,EXPLORER,436.08,292.67,67.11383232434416
FORD,TAURUS,316.29,218.08,68.94938189636093
FORD,MUSTANG,471.27,253.24,53.735650476372356
FORD,MUSTANG,394.48,195.2,49.48286351652808
FORD,TAURUS,278.65,189.91,68.15359770321191
FORD,TAURUS,398.11,252.07,63.31667127175906
FORD,EXPLORER,448.41,239.9,53.50014495662452
FORD,EXPLORER,391.33,213.26,54.496205248767026
AUDI,A4,269.74,120.39,44.63186772447542
FORD,EXPLORER,291.31,200.91,68.96776629707185
FORD,EXPLORER,413.06,181.79,44.01055536725899
BMW,325,300.08,156.53,52.16275659824047
BMW,325,487.89,287.58,58.94361433929779
AUDI,A6,479.58,253.55,52.86917719671379
FORD,MUSTANG,444.47,275.25,61.927689157873424
FORD,MUSTANG,385.34,158.31,41.08319925260809
AUDI,A4,412.01,234.71,56.96706390621588
AUDI,A4,371.1,158.03,42.584209108057124
BMW,325,425.38,315.83,74.24655602049931
AUDI,A4,285.36,120.13,42.09770114942528
AUDI,A4,439.07,305.58,69.59710296763613
AUDI,A4,490.95,333.69,67.96822487014971
AUDI,A4,482.1,310.46,64.39742791951876
AUDI,A8,432.86,265.03,61.22764866238506
AUDI,A8,414.9,261.2,62.95492889852977
AUDI,A4,285.89,178.12,62.30368323481059
AUDI,A4,436.53,220.64,50.54406340915859
FORD,EXPLORER,373.99,123.87,33.121206449370305
FORD,EXPLORER,535.33,345.93,64.6199540470364
BMW,325,383.85,231.29,60.255308063045455
BMW,325,448.65,248.8,55.455254652847444
FORD,EXPLORER,366.93,240.43,65.52475949091108
FORD,EXPLORER,370.48,155.66,42.01576333405312
AUDI,A4,420.11,181.51,43.20535097950536
AUDI,A4,456.29,292.71,64.1499923294396
FORD,MUSTANG,355.72,228.93,64.35679748116496
FORD,ESCAPE,445.81,282.12,63.282564321123346
FORD,ESCAPE,394.71,189.72,48.06566846545565
FORD,WINDSTAR,510.2,321.55,63.024304194433554
FORD,WINDSTAR,547.4,303.24,55.396419437340164
AUDI,A8,333.25,171.38,51.42685671417855
AUDI,A8,385.95,219.58,56.8933799714989
FORD,MUSTANG,388.75,237.22,61.02122186495177
FORD,EXPLORER,503.18,288.87,57.40887952621328
FORD,EXPLORER,489.83,304.54,62.17259049057837
FORD,EXPLORER,337.3,205.69,60.98132226504595
FORD,EXPLORER,458.57,314.98,68.68744139389842
BMW,530I,722.29,118.56,16.41445956610226
FORD,FIVE HUNDRED,498.65,10.63,2.1317557404993486
FORD,FORD,576.56,57.78,10.021506868322465
FORD,MUSTANG,426.08,321.81,75.5280698460383
FORD,MUSTANG,478.3,297.25,62.14718795734894
AUDI,A8,345.44,124.35,35.99756831866605
AUDI,A8,525.39,286.9,54.60705380764765
AUDI,A4,289.94,139.3,48.04442298406567
BMW,325,434.4,217.77,50.13121546961327
BMW,325,429.43,235.07,54.74000419160282
BMW,325,510.81,336.71,65.91687711673616
BMW,325,375.06,184.11,49.088145896656535
FORD,MUSTANG,414.59,305.52,73.6920813333655
FORD,MUSTANG,498.27,348.11,69.86372850061213
FORD,EXPLORER,327.57,173.97,53.10925908966022
FORD,EXPLORER,319.8,216.78,67.78611632270169
AUDI,A8,335.35,182.24,54.343223497838075
AUDI,A8,483.04,266.3,55.13000993706525
FORD,MUSTANG,304.8,203.48,66.75853018372703
FORD,MUSTANG,371.32,271.33,73.07174404826026
FORD,EXPLORER,471.75,322.15,68.28828828828829
FORD,EXPLORER,376.55,184.73,49.058557960430214
FORD,MUSTANG,413.04,236.79,57.32858803021499
BMW,325,405.83,187.68,46.245965059261266
FORD,MUSTANG,265.27,123.26,46.465864967768695
FORD,EXPLORER,346.32,127.67,36.864749364749365
FORD,TAURUS,424.89,233.4,54.93186471792699
FORD,TAURUS,456.77,297.98,65.23633338441667
BMW,325,393.13,243.57,61.956604685472996
BMW,325,496.91,287.56,57.869634340222575
FORD,EXPLORER,417.02,257.26,61.69008680638818
AUDI,A4,359.86,122.34,33.99655421552826
AUDI,A4,570.39,328.25,57.54834411542979
AUDI,A4,309.59,151.1,48.80648599760974
FORD,MUSTANG,447.14,265.83,59.4511786017802
AUDI,A6,430.16,322.28,74.92095964292356
AUDI,A6,321.18,177.12,55.14664674014571
AUDI,A8,447.93,275.84,61.58105061058647
AUDI,A8,462.28,264.34,57.18179458336938
FORD,RANGER,275.29,80.24,29.14744451305895
FORD,EXPLORER,288.38,155.18,53.8109438934739
FORD,EXPLORER,392.18,264.61,67.47156917741853
FORD,TAURUS,223.96,133.99,59.827647794248975
AUDI,A4,308.73,183.77,59.524503611569976
AUDI,A4,342.69,161.0,46.98123668621786
BMW,325,402.5,205.82,51.13540372670807
FORD,MUSTANG,341.48,231.93,67.9190582171723
FORD,MUSTANG,268.33,126.46,47.12853575820818
FORD,MUSTANG,463.69,267.56,57.702344238607694
FORD,EXPLORER,423.09,235.77,55.72573211373467
FORD,EXPLORER,405.85,172.08,42.399901441419246
FORD,EXPLORER,328.17,181.36,55.26403997927903
FORD,EXPLORER,404.0,251.83,62.33415841584159
FORD,MUSTANG,488.33,258.11,52.85565089181497
FORD,MUSTANG,297.44,159.63,53.66796664873588
FORD,MUSTANG,264.63,153.02,57.82413180667347
FORD,MUSTANG,365.79,202.66,55.40337352032587
FORD,TAURUS,435.41,276.58,63.52173813187569
FORD,TAURUS,309.59,199.57,64.46267644303757
AUDI,A4,328.1,139.3,42.45656811947577
AUDI,A4,303.66,121.08,39.873542778107094
AUDI,A8,239.16,118.88,49.7073089145342
AUDI,A8,400.96,299.62,74.72565841979251
AUDI,A4,363.67,194.59,53.507300574696835
FORD,FOCUS,544.69,344.88,63.31674897648203
FORD,MUSTANG,443.75,225.76,50.87549295774648
AUDI,A4,455.07,235.09,51.660184147493794
FORD,MUSTANG,464.08,222.77,48.00249956903983
FORD,ESCAPE,514.73,343.3,66.69516056961903
FORD,ESCAPE,472.13,307.66,65.16425560756572
AUDI,A8,317.42,221.81,69.87902463612879
AUDI,A8,343.76,153.41,44.627065394461255
BMW,325,449.17,250.94,55.867488924015404
AUDI,A8,330.76,184.49,55.77760309590035
AUDI,A8,378.58,281.75,74.4228432563791
AUDI,A6,458.76,290.56,63.33594908012905
AUDI,A8,464.47,250.85,54.00779382952612
AUDI,A8,455.09,243.13,53.4245973323958
AUDI,A6,398.48,204.83,51.40283075687613
AUDI,A6,407.87,315.66,77.39230637212839
AUDI,A4,365.82,256.24,70.04537750806408
BMW,325,382.03,274.47,71.84514305159281
BMW,325,356.13,206.96,58.11361019852301
AUDI,A4,438.88,219.63,50.04329201604083
FORD,MUSTANG,358.09,219.13,61.194113211762414
FORD,ESCAPE,401.57,159.53,39.72657320018926
AUDI,A4,310.81,184.25,59.2805894276246
AUDI,A4,375.74,265.1,70.55410656304892
AUDI,A4,443.0,232.57,52.49887133182845
AUDI,A8,296.17,179.73,60.684741871222606
AUDI,A8,415.63,189.78,45.66080408055242
AUDI,A6,241.02,142.81,59.25234420380051
AUDI,A6,455.39,298.41,65.52844814334966
AUDI,A6,528.41,321.59,60.85993830548249
AUDI,A6,413.63,239.97,58.01561782269178
AUDI,A6,463.97,283.85,61.1785244735651
AUDI,A4,484.64,301.81,62.27509078903929
AUDI,A4,569.3,322.82,56.70472510100123
BMW,325,350.84,239.91,68.38159844943564
BMW,325,439.94,287.64,65.38164295131153
FORD,EXPLORER,341.9,152.94,44.73237788827142
FORD,EXPLORER,573.44,348.51,60.77532087053571
BMW,325,293.58,202.54,68.98971319572178
BMW,325,310.61,221.81,71.41109429831621
AUDI,A4,296.73,151.71,51.127287433019916
AUDI,A4,437.87,194.77,44.481238723822145
FORD,MUSTANG,442.96,340.5,76.86924327253026
FORD,ESCAPE,341.61,172.4,50.46690670647814
AUDI,A4,412.4,247.36,59.98060135790495
AUDI,A4,389.11,142.51,36.62460486751818
AUDI,A4,327.12,214.45,65.55698214722425
AUDI,A6,297.17,206.25,69.4047178382744
AUDI,A4,405.92,208.3,51.31553015372488
AUDI,A4,403.95,294.91,73.00656021784874
FORD,FOCUS,376.16,194.11,51.603041259038704
FORD,FOCUS,476.31,329.43,69.16294010203438
AUDI,A6,577.21,325.09,56.32092306093103
AUDI,A6,397.59,168.03,42.262129329208484
FORD,ESCAPE,561.81,315.09,56.084797351417734
FORD,ESCAPE,471.16,246.28,52.27099074624331
AUDI,A6,352.8,243.48,69.01360544217687
FORD,MUSTANG,392.68,262.89,66.94764184577772
AUDI,A8,376.3,258.26,68.63141110815837
AUDI,A8,373.28,276.05,73.95252893270468
AUDI,A6,440.33,219.61,49.87395816773784
AUDI,A4,521.49,325.23,62.365529540355524
AUDI,A4,512.65,309.83,60.43694528430703
AUDI,A4,372.8,175.6,47.103004291845494
FORD,FOCUS,338.22,150.42,44.474010998758196
FORD,FOCUS,387.37,193.67,49.996127733174994
AUDI,A4,369.85,273.28,73.8894146275517
AUDI,A4,301.7,205.28,68.04110043089162
AUDI,A6,429.49,288.21,67.10517124962165
AUDI,A6,553.46,350.05,63.24756983341163
FORD,MUSTANG,401.2,253.61,63.212861415752755
FORD,MUSTANG,345.64,221.11,63.971183890753395
FORD,TAURUS,514.66,337.12,65.50343916371975
FORD,TAURUS,382.56,265.02,69.2754077791719
FORD,EXPLORER,298.24,161.59,54.18119635193133
FORD,EXPLORER,375.85,225.94,60.11440734335506
AUDI,A6,508.22,302.1,59.442761009011846
AUDI,A6,455.98,264.73,58.05737093732182
AUDI,A4,394.33,145.11,36.799127634215
AUDI,A4,380.61,217.12,57.045269435905524
AUDI,A8,427.64,309.52,72.37863623608642
AUDI,A8,524.43,334.86,63.85218236942968
AUDI,A4,361.42,185.65,51.366830833932816
FORD,MUSTANG,413.72,189.55,45.81601082857972
FORD,MUSTANG,380.14,154.81,40.72446993213027
FORD,WINDSTAR,421.89,329.12,78.01085591030838
FORD,WINDSTAR,304.9,214.3,70.28533945555921
FORD,ESCAPE,569.95,341.4,59.89999122730063
FORD,ESCAPE,382.19,173.15,45.30469138386666
FORD,EXPLORER,371.16,181.45,48.88727233538096
FORD,EXPLORER,415.81,240.28,57.78600803251484
FORD,EXPLORER,384.96,159.79,41.50820864505403
FORD,EXPLORER,450.94,257.15,57.025324876923754
FORD,EXPLORER,403.37,199.92,49.56243647271735
AUDI,A8,396.58,229.46,57.859700438751325
AUDI,A8,424.56,281.27,66.24976446203128
AUDI,A8,385.27,223.35,57.9723310924806
AUDI,A8,409.05,252.71,61.779733528908444
FORD,FOCUS,441.25,255.64,57.93541076487252
